movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score
Cop Out,31,2010-02-26,48914274.29,2010-02-26,110.0,R,Comedy,Warner Bros.,Kevin Smith,"Polly Johnsen,Marc Platt,Michael Tadross",32700000.0,3150.0,"Bruce Willis,Tracy Morgan,Seann William Scott,Adam Brody,Jason Lee,Rashida Jones,Michelle Trachtenberg*",,,,2,2010,1.09,15528.3410444,118336418.02
Coraline,80,2009-02-06,83567714.19,2009-02-06,100.0,PG,Animation,Focus Features,Henry Selick,,66600000.0,2320.0,"Dakota Fanning, ,(Voice),Teri Hatcher ,(Voice),Dawn French ,(Voice),Jennifer Saunders ,(Voice),Ian McShane ,(Voice)","Neil Gaiman*, ,(novel),Henry Selick",,,2,2009,1.11,36020.5664612,157549568.113
Couples Retreat,23,2009-10-09,121217488.95,2009-10-09,107.0,PG-13,Comedy,Universal,,"Scott Stuber,Vince Vaughn",77700000.0,3074.0,"Vince Vaughn,Jason Bateman,Jon Favreau,Malin Akerman,Kristin Davis,Kristen Bell,Jean Reno","Jon Favreau,Dana Fox",,A.R. Rahman,10,2009,1.11,39433.1453969,169438456.38
Courageous,42,2011-09-30,36593554.26,2011-09-30,130.0,PG-13,Drama,TriStar,Alex Kendrick,Stephen Kendrick,2120000.0,1214.0,Alex Kendrick,"Alex Kendrick,Stephen Kendrick",,,9,2011,1.06,30142.9606755,24573471.225
Cowboys & Aliens,50,2011-07-29,106254984.06,2011-07-29,118.0,PG-13,Sci-Fi Action,Universal,Jon Favreau,"Bobby Cohen, ,(executive),Brian Grazer,Ron Howard,Ryan Kavanaugh, ,(executive),Alex Kurtzman,Damon Lindelof,Roberto Orci,Scott Mitchell Rosenberg,Steven Spielberg, ,(executive),Denis L. Stewart, ,(executive)",172780000.0,3754.0,"Daniel Craig,Harrison Ford,Olivia Wilde,Sam Rockwell,Paul Dano,Walton Goggins,Adam Beach*,Noah Ringer*","Mark Fergus,Alex Kurtzman,Damon Lindelof,Roberto Orci,Hawk Ostby",,Harry Gregson-Williams,7,2011,1.06,28304.4709803,143245069.873
Coyote Ugly,27,2000-08-04,83885051.22,2000-08-04,101.0,PG-13,Music Drama,Buena Vista,,Jerry Bruckheimer,62100000.0,2664.0,"Piper Perabo,John Goodman,Maria Bello,Bridget Moynahan,Johnny Knoxville*",,,,8,2000,1.38,31488.3825901,116582353.03
Cradle 2 the Grave,36,2003-02-28,44778927.63,2003-02-28,100.0,R,Action,Warner Bros.,Andrzej Bartkowiak,Joel Silver,32250000.0,2625.0,"Tom Arnold,Jet Li",,Daryn Okada,John Frizzell,2,2003,1.29,17058.6390971,107819466.83
Cradle Will Rock,64,1999-12-10,4151867.72,1999-12-10,109.0,R,Period Drama,Buena Vista,Tim Robbins,Jon Kilik,51480000.0,506.0,"John Cusack,Cary Elwes,Bill Murray,Susan Sarandon,Jack Black*,Paul Giamatti*",,,,12,1999,1.43,8205.27217391,123905671.333
Crank,57,2006-09-01,32849321.44,2006-09-01,83.0,R,Action / Crime,Lionsgate,,"Gary Lucchesi,Tom Rosenberg,Richard Wright",14160000.0,2515.0,"Jason Statham,Amy Smart","Mark Neveldine,Brian Taylor",,Paul Haslinger,9,2006,1.18,13061.3604135,74320707.425
Crash,69,2005-05-06,66587966.0,2005-05-06,100.0,R,Drama,Lions Gate,Paul Haggis,"Paul Haggis,Cathy Schulman,Bob Yari",7930000.0,1905.0,"Sandra Bullock,Don Cheadle,Keith David*,Loretta Devine*,Matt Dillon,Jennifer Esposito,William Fichtner*,Brendan Fraser,Terrence Howard,Thandie Newton,Michael Pena,Ryan Phillippe,Chris 'Ludacris' Bridges",Paul Haggis,,Mark Isham,5,2005,1.22,34954.3128609,164029822.29
Crash,47,1997-03-21,66587966.0,2005-05-06,100.0,R,Drama,Lions Gate,Paul Haggis,"Paul Haggis,Cathy Schulman,Bob Yari",7930000.0,1905.0,"Sandra Bullock,Don Cheadle,Keith David*,Loretta Devine*,Matt Dillon,Jennifer Esposito,William Fichtner*,Brendan Fraser,Terrence Howard,Thandie Newton,Michael Pena,Ryan Phillippe,Chris 'Ludacris' Bridges",Paul Haggis,,Mark Isham,5,2005,1.22,34954.3128609,164029822.29
Crazy Heart,83,2009-12-16,43805379.66,2009-12-16,111.0,R,Drama,Fox Searchlight,Scott Cooper,"Jeff Bridges, ,(executive),Scott Cooper",7770000.0,1361.0,"Jeff Bridges,Colin Farrell,Maggie Gyllenhaal,Robert Duvall",Scott Cooper,,,12,2009,1.11,32186.1716826,105795392.022
Creed,82,2015-11-25,109767581.0,2015-11-25,133.0,PG-13,Drama,Warner Bros.,Ryan Coogler,,35000000.0,3502.0,"Michael B. Jordan,Sylvester Stallone",Ryan Coogler,,,11,2015,1.0,31344.2549971,54268342.4241
Crimson Peak,66,2015-10-16,31090320.0,2015-10-16,119.0,R,Horror,Universal,Guillermo del Toro,"Guillermo del Toro,Jon Jashni",55000000.0,2991.0,"Charlie Hunnam,Mia Wasikowska,Jessica Chastain,Tom Hiddleston,Tom Hiddleston","Guillermo del Toro,Matthew Robbins",,,10,2015,1.0,10394.6238716,199579406.57
Crossover,30,2006-09-01,8271408.24,2006-09-01,95.0,PG-13,Sports Drama,Sony / Columbia,,,6844000.0,1023.0,Anthony Mackie,,Christian Sebaldt,,9,2006,1.18,8085.44304985,83104093.8
Crossroads,27,2002-02-15,49092521.28,2002-02-15,93.0,PG-13,Drama,Paramount,,,15840000.0,2713.0,"Justin Long,Zoe Saldana",,,Trevor Jones,2,2002,1.32,18095.2898194,76578297.19
Cruel Intentions,56,1999-03-05,54809850.81,1999-03-05,97.0,R,Romantic Thriller,Sony / Columbia,Roger Kumble,Neal H. Moritz,15015000.0,2312.0,"Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon",,Theo Van de Sande,Ed Shearmur,3,1999,1.43,23706.6828763,53826927.635
Crush,37,2002-04-03,1432114.2,2002-04-05,112.0,R,Romantic Comedy,Sony Classics,,,7920000.0,117.0,Imelda Staunton,,,,4,2002,1.32,12240.2923077,4058564.0
Curious George,62,2006-02-10,68865696.8,2006-02-10,86.0,G,Animation,Universal,,"Brian Grazer,Ron Howard",59000000.0,2609.0,"Will Ferrell, ,(Voice),Drew Barrymore, ,(Voice)",,,Heitor Pereira,2,2006,1.18,26395.4376389,165952382.756
Cursed,31,2005-02-25,23542976.84,2005-02-25,96.0,PG-13,Horror,Dimension Films,Wes Craven,,46360000.0,2805.0,"Christina Ricci,Jesse Eisenberg",Kevin Williamson,,Marco Beltrami,2,2005,1.22,8393.21812478,81262813.26
Cyrus,74,2010-06-18,8141140.24,2010-06-18,92.0,R,Comedy,Fox Searchlight,,"Ridley Scott, ,(executive),Tony Scott, ,(executive)",7630000.0,454.0,"Marisa Tomei,Jonah Hill,Catherine Keener,John C. Reilly","Jay Duplass,Mark Duplass",,,6,2010,1.09,17932.0269604,117201426.607
Daddy Day Care,39,2003-05-09,134543208.69,2003-05-09,92.0,PG,Comedy,Sony (Revolution),Steve Carr,"John Davis,Wyck Godfrey,Joe Roth, ,(Executive)",77400000.0,3472.0,Eddie Murphy,,,,5,2003,1.29,38750.9241619,101703198.133
Dallas Buyers Club,84,2013-11-01,27844250.7,2013-11-01,117.0,R,Drama,Focus Features,Jean-Marc Vallee,,5100000.0,1110.0,"Matthew McConaughey,Jared Leto,Jennifer Garner",,,,11,2013,1.02,25084.9105405,73642526.3736
Dance Flick,40,2009-05-22,28484992.05,2009-05-22,83.0,PG-13,Comedy,Paramount,,Rick Alvarez,27750000.0,2459.0,Marlon Wayans,"Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans",,,5,2009,1.11,11583.9739935,90307007.48
Danny Collins,58,2015-03-20,5637066.0,2015-03-20,106.0,R,Comedy / Drama,Bleecker Street,Dan Fogelman,,10000000.0,739.0,"Al Pacino,Jennifer Garner,Christopher Plummer,Annette Bening,Bobby Cannavale,Josh Peck",Dan Fogelman,,,3,2015,1.0,7627.96481732,73544842.9382
Dante's Peak,43,1997-02-07,67127760.0,1997-02-07,109.0,PG-13,Action Drama,Universal,Roger Donaldson,Gale Anne Hurd,116000000.0,2761.0,Pierce Brosnan,Leslie Bohem,Andrzej Bartkowiak,John Frizzell,2,1997,1.0,24312.8431728,89856317.6667
Daredevil,42,2003-02-14,132281138.22,2003-02-14,97.0,PG-13,Action / Adventure,Fox,Mark Steven Johnson,"Avi Arad,Kevin Feige,Stan Lee, ,(executive),Arnon Milchan",100620000.0,3474.0,"Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Jon Favreau*",Mark Steven Johnson,,Graeme Revell,2,2003,1.29,38077.4721416,184031112.0
Dark Blue,57,2003-02-21,11932888.29,2003-02-21,113.0,R,Action / Crime,United Artists,,,19350000.0,2176.0,"Brendan Gleeson,Kurt Russell",David Ayer,,Terence Blanchard,2,2003,1.29,5483.86410386,93757368.0543
Dark Shadows,55,2012-05-11,82916234.96,2012-05-11,113.0,PG-13,Horror Comedy,Warner Bros.,Tim Burton,"Johnny Depp,Nigel Gostelow, ,(executive),Tim Headington, ,(executive),Graham King",156000000.0,3755.0,"Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter,Jackie Earle Haley,Jonny Lee Miller,Eva Green,Chloe Moretz,Bella Heathcote,Christopher Lee*","John August, ,(story),Seth Grahame-Smith",,Danny Elfman,5,2012,1.04,22081.5539174,251880072.72
Dark Skies,50,2013-02-22,17767040.34,2013-02-22,97.0,PG-13,Thriller,Weinstein / Dimension,Scott Charles Stewart,"Jason Blum,Brian Kavanaugh-Jones, ,(executive)",3570000.0,2313.0,"Keri Russell,Josh Hamilton,Dakota Goyo,J.K. Simmons",Scott Charles Stewart,,Joseph Bishara,2,2013,1.02,7681.38363165,188811642.363
Darkness,15,2004-12-25,27925936.92,2004-12-25,102.0,PG-13,Horror,Dimension Films,,,13356000.0,1718.0,"Anna Paquin,Lena Olin",,,,12,2004,1.26,16254.9108964,92771333.2114
Date Movie,11,2006-02-17,57287142.68,2006-02-17,80.0,PG-13,Romantic Comedy,Fox,Aaron Seltzer,"Jason Friedberg,Arnon Milchan, ,(executive producer)",23600000.0,2898.0,"Tony Cox,Alyson Hannigan,Jennifer Coolidge,Eddie Griffin","Jason Friedberg,Aaron Seltzer",,,2,2006,1.18,19767.8201104,170550526.51
Date Night,56,2010-04-09,107595430.36,2010-04-09,88.0,PG-13,Comedy,Fox,Shawn Levy,,59950000.0,3380.0,"Gal Gadot,Steve Carell,Tina Fey,Mark Wahlberg,James Franco,Taraji P. Henson,Common,Mila Kunis,Leighton Meester,Kristen Wiig*,Mark Ruffalo*",,,Christophe Beck,4,2010,1.09,31832.9675621,172121334.15
Dave Chappelle's Block Party,84,2006-03-03,13827942.1,2006-03-03,103.0,R,Comedy,Rogue Pictures,Michel Gondry,Bob Yari,3540000.0,1200.0,"Dave Chappelle,Mos Def",,,,3,2006,1.18,11523.2850833,101117573.0
Dawn of the Dead,59,2004-03-19,74366405.82,2004-03-19,98.0,R,Horror,Universal,Zack Snyder,"Richard P. Rubinstein,Marc Abraham,Eric Newman",32760000.0,2748.0,"Sarah Polley,Ving Rhames,Jake Weber,Mekhi Phifer,Ty Burrell",James Gunn,,Tyler Bates,3,2004,1.26,27062.0108515,199191609.91
Dawn of the Planet of the Apes,79,2014-07-11,210631044.89,2014-07-11,130.0,PG-13,Sci-Fi Action,Fox,Matt Reeves,"Mark Bomback, ,(executive),Peter Chernin,Dylan Clark,Thomas M. Hammel, ,(executive),Rick Jaffa,Amanda Silver",171700000.0,3969.0,"Andy Serkis,Jason Clarke,Gary Oldman,Keri Russell,Kodi Smit-McPhee,Judy Greer*","Mark Bomback,Rick Jaffa,Amanda Silver",,Michael Giacchino,7,2014,1.01,53069.0463316,179869457.461
Daybreakers,57,2010-01-08,32810718.93,2010-01-08,98.0,R,Horror,Lionsgate,,,21800000.0,2523.0,"Ethan Hawke,Willem Dafoe,Sam Neill",,,,1,2010,1.09,13004.6448395,156316407.02
De-Lovely,53,2004-07-02,16955357.58,2004-07-02,125.0,PG-13,Music Drama,United Artists,Irwin Winkler,"Rob Cowan,Irwin Winkler",18900000.0,410.0,"Kevin Kline,Ashley Judd,Jonathan Pryce,Kevin McNally",Jay Cocks,,,7,2004,1.26,41354.5306829,114051285.606
Dead Silence,34,2007-03-16,19330437.4,2007-03-16,90.0,R,Horror,Universal,James Wan,"Gregg Hoffman,Mark Burg,Oren Koules",23000000.0,1806.0,"Ryan Kwanten,Amber Valletta,Donnie Wahlberg,Bob Gunton","Leigh Whannell,James Wan, ,(story)","John R. Leonetti, ,(director of photography)",,3,2007,1.15,10703.4537099,43492912.44
Dear John,43,2010-02-05,87216177.78,2010-02-05,108.0,PG-13,Romance,Sony / Screen Gems,Lasse Hallstrom,"Marty Bowen,Wyck Godfrey,Ryan Kavanaugh,Tucker Tooley, ,(executive)",27250000.0,3062.0,"Amanda Seyfried,Channing Tatum,Richard Jenkins",Jamie Linden,,Deborah Lurie,2,2010,1.09,28483.4022796,95468279.82
Death and the Maiden,72,1994-12-23,3103716.0,1994-12-23,103.0,R,Drama / Thriller,Fine Line,Roman Polanski,,12000000.0,572.0,"Ben Kingsley,Sigourney Weaver",,,,12,1994,1.0,5426.07692308,96065768.0
Death Race,43,2008-08-22,40310795.52,2008-08-22,89.0,R,Action Thriller,Universal,Paul W.S. Anderson,"Ryan Kavanaugh, ,(executive),Paula Wagner,Paul W.S. Anderson,Jeremy Bolt,Roger Corman ,(executive)",49950000.0,2586.0,"Jason Statham,Tyrese Gibson,Ian McShane,Joan Allen","J.F. Lawton,Paul W.S. Anderson, ,(story)",,Paul Haslinger,8,2008,1.11,15588.0879814,239132396.01
Death to Smoochy,38,2002-03-29,11041392.12,2002-03-29,109.0,R,Comedy Thriller,Warner Bros.,Danny DeVito,Andrew Lazar,66000000.0,2164.0,"Robin Williams,Edward Norton,Danny DeVito",,Anastas N.  Michos,,3,2002,1.32,5102.30689464,99757347.666
Deconstructing Harry,61,1997-12-12,10686841.0,1997-12-12,93.0,R,Fantasy Comedy,Fine Line,Woody Allen,,20000000.0,445.0,"Woody Allen,Billy Crystal,Judy Davis,Stanley Tucci*,Tobey Maguire*,Demi Moore*,Robin Williams*,Jennifer Garner*,Paul Giamatti*",Woody Allen,,,12,1997,1.0,24015.3730337,90396054.5
Deep Blue Sea,54,1999-07-28,105316843.06,1999-07-30,105.0,R,Horror,Warner Bros.,Renny Harlin,Akiva Goldsman,85800000.0,2901.0,"Samuel L. Jackson,Thomas Jane,Stellan Skarsgard",,,Trevor Rabin,7,1999,1.43,36303.6342847,51437200.2857
Defendor,57,2010-02-26,48463.58,2010-02-19,95.0,R,Comedy / Drama,Darius Films,,,3815000.0,4.0,"Woody Harrelson,Kat Dennings,Elias Koteas,Sandra Oh",,,,2,2010,1.09,12115.895,61840939.802
Defiance,58,2008-12-31,31795742.43,2008-12-31,137.0,R,War,Paramount Vantage,Edward Zwick,Pieter Jan Brugge,35520000.0,1793.0,"Daniel Craig,Liev Schreiber,Jamie Bell,Alexa Davalos,Mia Wasikowska*",,,James Newton Howard,12,2008,1.11,17733.2640435,106263239.8
Deja Vu,59,2006-11-22,75565566.88,2006-11-22,128.0,PG-13,Romantic Thriller,Buena Vista,Tony Scott,"Jerry Bruckheimer,Terry Rossio, ,(executive)",88500000.0,3108.0,"Denzel Washington,Val Kilmer,Paula Patton,James Caviezel,Adam Goldberg,Elden Henson,Bruce Greenwood","Bill Marsilii,Terry Rossio",Paul Cameron,Harry Gregson-Williams,11,2006,1.18,24313.2454569,222667822.97
Delgo,27,2008-12-12,771208.02,2008-12-12,90.0,PG,Animation,Freestyle Releasing,,,44400000.0,2160.0,"Michael Clarke Duncan*, ,(Voice),Anne Bancroft, ,(Voice),Val Kilmer, ,(Voice),Freddie Prinze, Jr., ,(Voice),Jennifer Love Hewitt, ,(Voice),Burt Reynolds ,(Voice)",,,Geoff Zanelli,12,2008,1.11,357.04075,163997416.635
Deliver Us From Evil,40,2014-07-02,30882893.22,2014-07-02,118.0,R,Horror,Sony / Screen Gems,Scott Derrickson,"Paul Harris Boardman, ,(executive),Jerry Bruckheimer",30300000.0,3049.0,"Eric Bana,Edgar Ramirez,Olivia Munn,Joel McHale","Paul Harris Boardman,Scott Derrickson",,Christopher Young,7,2014,1.01,10128.8596983,118270433.84
Delivery Man,44,2013-11-22,31277388.12,2013-11-22,105.0,PG-13,Comedy,Buena Vista,Ken Scott,"Scott Mednick, ,(executive)",26520000.0,3036.0,"Britt Robertson,Vince Vaughn,Cobie Smulders,Chris Pratt",Ken Scott,,Jon Brion,11,2013,1.02,10302.17,213088988.655
Derailed,40,2005-11-11,43949372.72,2005-11-11,106.0,R,Thriller,Weinstein Company,Mikael Hafstrom,Lorenzo di Bonaventura,26840000.0,2447.0,"Clive Owen,Jennifer Aniston,David Oyelowo*",Stuart Beattie,,Ed Shearmur,11,2005,1.22,17960.5119412,96206238.046
Despicable Me,72,2010-07-09,274150243.65,2010-07-09,95.0,PG,Animation,Universal,,"Janet Healy,Christopher Meledandri",75210000.0,3602.0,"Steve Carell, ,(Voice),Jason Segel, ,(Voice),Russell Brand, ,(Voice),Kristen Wiig*, ,(Voice),Will Arnett* ,(Voice),Jemaine Clement*, ,(Voice),Danny McBride*, ,(Voice),Julie Andrews*, ,(Voice),Jack McBrayer* ,(Voice),Mindy Kaling*, ,(Voice)","Ken Daurio,Cinco Paul",,Heitor Pereira,7,2010,1.09,76110.5618129,395765368.217
Despicable Me 2,62,2013-07-03,375422490.3,2013-07-03,98.0,PG,Animation,Universal,,"Janet Healy,Christopher Meledandri",77520000.0,4003.0,"Steve Carell, ,(Voice),Kristen Wiig, ,(Voice),Benjamin Bratt, ,(Voice),Russell Brand, ,(Voice),Ken Jeong ,(Voice),Steve Coogan, ,(Voice)","Ken Daurio,Cinco Paul",,Heitor Pereira,7,2013,1.02,93785.2836123,157789457.501
Deuce Bigalow: European Gigolo,23,2005-08-12,27328187.88,2005-08-12,83.0,R,Comedy,Sony / Columbia,,"Jack Giarraputo,Adam Sandler",26840000.0,3127.0,"Rob Schneider,Eddie Griffin,Adam Sandler*, ,(Cameo)",,,James L. Venable,8,2005,1.22,8739.42688839,118381976.764
Deuce Bigalow: Male Gigolo,30,1999-12-10,93720419.65,1999-12-10,88.0,R,Comedy,Buena Vista,Mike Mitchell,"Jack Giarraputo, ,(executive),Adam Sandler, ,(executive)",24310000.0,2162.0,"Rob Schneider,Eddie Griffin",,,Teddy Castellucci,12,1999,1.43,43348.945259,134234793.925
Diary of a Wimpy Kid: Dog Days,54,2012-08-03,50969008.48,2012-08-03,94.0,PG,Comedy,Fox,David Bowers,Nina Jacobson,22880000.0,3401.0,"Zachary Gordon,Devon Bostick,Steve Zahn,Rachael Harris",,,Ed Shearmur,8,2012,1.04,14986.4770597,144484125.56
Dickie Roberts: Former Child Star,36,2003-09-05,29332885.59,2003-09-05,92.0,PG-13,Comedy,Paramount,,"Jack Giarraputo,Adam Sandler",21930000.0,2083.0,David Spade,Fred Wolf,Thomas E. Ackerman,Christophe Beck,9,2003,1.29,14082.0382093,22833617.975
Die Another Day,56,2002-11-22,212443623.48,2002-11-22,123.0,PG-13,Action,MGM,Lee Tamahori,"Barbara Broccoli,Michael G. Wilson",187440000.0,3377.0,"Rosamund Pike,Pierce Brosnan,Halle Berry,Judi Dench,Madonna*, ,(Cameo)","Neal Purvis,Robert Wade",,David Arnold,11,2002,1.32,62908.9794137,110612019.08
Die Hard,70,1988-07-15,83008852.0,1988-07-15,131.0,R,Action Thriller,Fox,John McTiernan,"Lawrence Gordon,Joel Silver",28000000.0,1713.0,"Alan Rickman,Bruce Willis",,,Michael Kamen,7,1988,1.0,48458.1739638,4594452.0
Dinner for Schmucks,56,2010-07-30,79598707.33,2010-07-30,110.0,PG-13,Comedy,Paramount (DreamWorks),Jay Roach,"Gary Barber, ,(executive),Roger Birnbaum, ,(executive),Sacha Baron Cohen, ,(executive)",75210000.0,3046.0,"Steve Carell,Paul Rudd,Bruce Greenwood,Ron Livingston,Jemaine Clement,Zach Galifianakis,Kristen Schaal","David Guion,Michael Handelman",,Theodore Shapiro,7,2010,1.09,26132.2085785,159819098.681
Dinosaur,56,2000-05-19,190092326.94,2000-05-19,82.0,PG,Animation,Buena Vista,,,175950000.0,3319.0,"Hayden Panettiere*, ,(Voice)",,,James Newton Howard,5,2000,1.38,57273.9761796,152799575.734
Dirty,37,2006-02-24,323609.1,2006-01-20,97.0,R,Crime Thriller,Silver Nitrate,,,3540000.0,35.0,"Cuba Gooding, Jr.,Clifton Collins, Jr.",,,,1,2006,1.18,9245.97428571,88769080.9571
Dirty Dancing: Havana Nights,39,2004-02-27,17843603.4,2004-02-27,86.0,PG-13,Romance,Lions Gate,,Lawrence Bender,31500000.0,2042.0,"Diego Luna,Romola Garai,Sela Ward,John Slattery,January Jones,Patrick Swayze*, ,(Cameo)",Boaz Yakin,,Heitor Pereira,2,2004,1.26,8738.29745348,134888997.06
Disaster Movie,15,2008-08-29,15751900.11,2008-08-29,90.0,PG-13,Comedy,Lionsgate,,"Jason Friedberg,Peter Safran,Aaron Seltzer",22200000.0,2642.0,"Tony Cox,Carmen Electra,Kim Kardashian,Vanessa Minnillo","Jason Friedberg,Aaron Seltzer",,Christopher Lennertz,8,2008,1.11,5962.11207797,71805127.105
Disclosure,58,1994-12-09,83015089.0,1994-12-09,129.0,R,Drama / Thriller,Warner Bros.,Barry Levinson,Barry Levinson,55000000.0,2168.0,"Michael Douglas,Demi Moore",,,Ennio Morricone,12,1994,1.0,38291.0927122,117727224.0
Disturbia,62,2007-04-11,92241145.8,2007-04-13,104.0,PG-13,Drama / Thriller,Paramount (DreamWorks),D.J. Caruso,"Jackie Marcus,Joe Medjuck,Tom Pollock, ,(executive),Ivan Reitman, ,(executive)",23000000.0,3132.0,"Shia LaBeouf,Sarah Roemer,Carrie-Anne Moss,David Morse,Viola Davis","Christopher B. Landon,Carl Ellsworth",Rogier Stoffers,Geoff Zanelli,4,2007,1.15,29451.195977,164847737.91
Divergent,48,2014-03-21,152457373.95,2014-03-21,143.0,PG-13,Action / Adventure,Lionsgate/Summit,Neil Burger,"Lucy Fisher,Douglas Wick",85850000.0,3936.0,"Shailene Woodley,Theo James,Jai Courtney,Ray Stevenson,Miles Teller,Maggie Q,Kate Winslet,Tony Goldwyn,Ashley Judd,Ansel Elgort","Evan Daugherty,Vanessa Taylor",,,3,2014,1.01,38734.0889101,114582934.063
Divine Secrets of the Ya-Ya Sisterhood,48,2002-06-07,91870701.12,2002-06-07,116.0,PG-13,Comedy / Drama,Warner Bros.,Callie Khouri,"Hunt Lowry,Lisa Stewart, ,(executive)",35640000.0,2792.0,"Sandra Bullock,Ashley Judd,James Garner",Callie Khouri,,,6,2002,1.32,32904.9789112,64720597.0467
Django Unchained,81,2012-12-25,169317651.36,2012-12-25,165.0,R,Western,Weinstein Company,Quentin Tarantino,"Michael Shamberg, ,(executive),Stacey Sher",104000000.0,3012.0,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,Samuel L. Jackson,Don Johnson,Dennis Christopher,Walton Goggins*,James Remar*,Jonah Hill*",Quentin Tarantino,,,12,2012,1.04,56214.3596813,237412502.1
Dogma,62,1999-11-12,43833632.7,1999-11-12,130.0,R,Fantasy Comedy,Lions Gate,Kevin Smith,,14300000.0,1292.0,"Matt Damon,Ben Affleck,Alan Rickman,Chris Rock",Kevin Smith,,Howard Shore,11,1999,1.43,33926.9602941,117588264.5
Dogville,59,2004-03-26,1934460.36,2004-03-26,177.0,R,Period Drama,Lions Gate,Lars Von Trier,,12600000.0,70.0,"Nicole Kidman,Lauren Bacall,Stellan Skarsgard,Paul Bettany,James Caan,Patricia Clarkson,John Hurt,Philip Baker Hall,Chloe Sevigny*",,,,3,2004,1.26,27635.148,141921718.14
Dolphin Tale,64,2011-09-23,76623985.74,2011-09-23,112.0,PG,Family,Warner Bros.,Charles Martin Smith,"Broderick Johnson,Andrew A. Kosove",39220000.0,3515.0,"Harry Connick Jr.,Ashley Judd,Kris Kristofferson,Morgan Freeman","Noam Dromi,Karen Janszen",,Mark Isham,9,2011,1.06,21799.142458,107301555.582
Dolphin Tale 2,58,2014-09-12,42444778.33,2014-09-12,107.0,PG,Family,Warner Bros.,Charles Martin Smith,"Broderick Johnson,Andrew A. Kosove",36360000.0,3656.0,"Ashley Judd,Harry Connick Jr.,Morgan Freeman,Kris Kristofferson",Charles Martin Smith,,Rachel Portman,9,2014,1.01,11609.6220815,118053325.203
Domestic Disturbance,29,2001-11-02,60629767.3,2001-11-02,89.0,PG-13,Thriller,Paramount,,Donald De Line,100500000.0,2910.0,"John Travolta,Vince Vaughn",Lewis Colick,,Mark Mancina,11,2001,1.34,20834.9715808,84934707.605
Don Jon,66,2013-09-27,24967258.08,2013-09-27,90.0,R,Comedy,Relativity,Joseph Gordon-Levitt,Ram Bergman,3060000.0,2422.0,"Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,Tony Danza,Brie Larson",Joseph Gordon-Levitt,,,9,2013,1.02,10308.5293476,143985573.68
Don't Be Afraid of the Dark,56,2011-08-26,25489482.92,2011-08-26,100.0,R,Horror,FilmDistrict,Troy Nixey,"Guillermo del Toro,Mark Johnson,Stephen Jones, ,(executive),Tom Williams, ,(executive)",26500000.0,2780.0,"Katie Holmes,Guy Pearce",Guillermo del Toro,,Marco Beltrami,8,2011,1.06,9168.8787482,59230581.299
Don't Say a Word,38,2001-09-28,73702200.28,2001-09-28,113.0,R,Thriller,Fox,,"Anne Kopelson,Arnold Kopelson,Arnon Milchan",67000000.0,2842.0,"Michael Douglas,Sean Bean,Brittany Murphy,Lance Reddick,Famke Janssen",,,Mark Isham,9,2001,1.34,25933.2161436,83351587.0
Doom,34,2005-10-21,34419051.14,2005-10-21,100.0,R,Sci-Fi Horror,Universal,Andrzej Bartkowiak,"Lorenzo di Bonaventura,John Wells",73200000.0,3044.0,"Dwayne Johnson,Karl Urban,Rosamund Pike",,,Clint Mansell,10,2005,1.22,11307.1784297,253896284.214
